deviceId~2,latitude,longitude,speed~1,reliability~4,satellite,type~4,lock~4,isoDate~9
53N5297,10.898612,106.82692,0.0,0.0,0,1,0,Wed Sep 10 00:01:58 ICT 2014
53N6584,10.895067,106.5844,0.0,0.0,0,1,0,Wed Sep 10 00:02:03 ICT 2014
53N4464,10.822243,106.717445,0.0,0.0,0,1,0,Wed Sep 10 00:01:59 ICT 2014
53N4255,10.902032,106.578514,0.0,0.0,0,1,0,Wed Sep 10 00:01:19 ICT 2014
53N3956,10.972972,106.48249,0.0,0.0,0,1,0,Wed Sep 10 00:01:45 ICT 2014
53N5409,10.892728,106.58299,0.0,0.0,0,1,0,Wed Sep 10 00:01:51 ICT 2014
53N4752,10.898428,106.82672,0.0,0.0,0,1,0,Wed Sep 10 00:02:01 ICT 2014
53N6237,10.89327,106.583046,0.0,0.0,0,1,0,Wed Sep 10 00:02:02 ICT 2014
53N5349,10.893042,106.582825,0.0,0.0,0,1,0,Wed Sep 10 00:02:00 ICT 2014
53N4041,10.849158,106.59974,0.0,0.0,0,1,0,Wed Sep 10 00:01:41 ICT 2014
53N4043,11.090232,106.37781,0.0,0.0,0,1,0,Wed Sep 10 00:01:51 ICT 2014
53N4212,10.855302,106.582115,0.0,0.0,0,1,0,Wed Sep 10 00:02:04 ICT 2014
53N4042,10.852057,106.630295,0.0,0.0,0,1,0,Wed Sep 10 00:01:47 ICT 2014
53N4004,10.842225,106.600105,0.0,0.0,0,1,0,Wed Sep 10 00:01:53 ICT 2014
53N4075,10.845027,106.61308,0.0,0.0,0,1,0,Wed Sep 10 00:02:00 ICT 2014
53N4045,10.893115,106.5831,0.0,0.0,0,1,0,Wed Sep 10 00:01:52 ICT 2014
53N4008,10.875762,106.59046,0.0,0.0,0,1,0,Wed Sep 10 00:01:55 ICT 2014
53N4001,10.851967,106.630196,0.0,0.0,0,1,1,Wed Sep 10 00:01:34 ICT 2014
53M7558,10.90153,106.39303,0.0,0.0,0,1,0,Wed Sep 10 00:02:02 ICT 2014
51B00096,10.901525,106.39293,0.0,0.0,0,1,0,Wed Sep 10 00:01:50 ICT 2014
51B01790,10.901505,106.392784,0.0,0.0,0,1,0,Wed Sep 10 00:01:54 ICT 2014
51N4026,10.901508,106.392784,0.0,0.0,0,1,0,Wed Sep 10 00:01:28 ICT 2014
53M5794,10.891933,106.58572,0.0,0.0,0,1,1,Wed Sep 10 00:02:03 ICT 2014
53N4069,10.875733,106.59019,0.0,0.0,0,1,0,Wed Sep 10 00:01:52 ICT 2014
51B03360,10.901507,106.393036,0.0,0.0,0,1,0,Wed Sep 10 00:01:48 ICT 2014
53N4030,10.901472,106.393074,0.0,0.0,0,1,1,Wed Sep 10 00:01:57 ICT 2014
53N4895,10.908088,106.38705,0.0,0.0,0,1,0,Wed Sep 10 00:01:45 ICT 2014
53N4891,10.92232,106.381485,0.0,0.0,0,1,0,Wed Sep 10 00:01:52 ICT 2014
53N4086,10.852253,106.629845,0.0,0.0,0,1,0,Wed Sep 10 00:02:01 ICT 2014
53N4632,10.852042,106.63034,0.0,0.0,0,1,0,Wed Sep 10 00:01:55 ICT 2014
53N4007,10.852038,106.630424,0.0,0.0,0,1,0,Wed Sep 10 00:02:01 ICT 2014
53N4608,10.981542,106.46385,0.0,0.0,0,1,0,Wed Sep 10 00:01:41 ICT 2014
53N5119,10.916113,106.41793,0.0,0.0,0,1,0,Wed Sep 10 00:01:59 ICT 2014
53N5118,10.901498,106.39304,0.0,0.0,0,1,0,Wed Sep 10 00:02:05 ICT 2014
53N4065,11.101617,106.39046,0.0,0.0,0,1,0,Wed Sep 10 00:01:56 ICT 2014
51B01947,10.901502,106.39307,0.0,0.0,0,1,0,Wed Sep 10 00:01:37 ICT 2014
51B03359,10.88465,106.46132,0.0,0.0,0,1,0,Wed Sep 10 00:01:55 ICT 2014
53N4028,10.901488,106.39281,0.0,0.0,0,1,0,Wed Sep 10 00:01:54 ICT 2014
53N5126,10.901417,106.39325,0.0,0.0,0,1,0,Wed Sep 10 00:01:43 ICT 2014
53N4095,11.101618,106.39048,0.0,0.0,0,1,0,Wed Sep 10 00:01:52 ICT 2014
53N4631,11.101562,106.390564,0.0,0.0,0,1,0,Wed Sep 10 00:01:51 ICT 2014
53N4048,10.902175,106.578476,0.0,0.0,0,1,0,Wed Sep 10 00:02:00 ICT 2014
53N4072,10.852083,106.63007,0.0,0.0,0,1,0,Wed Sep 10 00:01:16 ICT 2014
53N4514,10.965915,106.66812,0.0,0.0,0,1,0,Wed Sep 10 00:02:00 ICT 2014
53N4513,11.154927,106.45504,0.0,0.0,0,1,0,Wed Sep 10 00:02:01 ICT 2014
53N4003,10.852038,106.62999,0.0,0.0,0,1,0,Wed Sep 10 00:02:00 ICT 2014
53N4211,10.85198,106.630196,0.0,0.0,0,1,0,Wed Sep 10 00:01:46 ICT 2014
53N4469,10.750823,106.655624,0.0,0.0,0,1,1,Wed Sep 10 00:01:31 ICT 2014
53N4511,10.850648,106.596565,0.0,0.0,0,1,0,Wed Sep 10 00:01:58 ICT 2014
53N4006,10.839727,106.59829,0.0,0.0,0,1,0,Wed Sep 10 00:01:46 ICT 2014
53N4046,10.893173,106.58323,0.0,0.0,0,1,0,Wed Sep 10 00:01:47 ICT 2014
53N4376,10.898452,106.826775,0.0,0.0,0,1,0,Wed Sep 10 00:02:03 ICT 2014
53N4585,10.893018,106.58147,0.0,0.0,0,1,0,Wed Sep 10 00:01:40 ICT 2014
53N4207,10.851998,106.630264,0.0,0.0,0,1,0,Wed Sep 10 00:02:00 ICT 2014
53N4049,11.090323,106.37782,0.0,0.0,0,1,0,Wed Sep 10 00:02:04 ICT 2014
53N4468,10.893103,106.58328,0.0,0.0,0,1,0,Wed Sep 10 00:01:54 ICT 2014
53N5868,10.893158,106.5832,0.0,0.0,0,1,0,Wed Sep 10 00:01:53 ICT 2014
53N4085,10.847077,106.60164,0.0,0.0,0,1,0,Wed Sep 10 00:02:05 ICT 2014
53N4467,10.89309,106.58301,0.0,0.0,0,1,0,Wed Sep 10 00:01:17 ICT 2014
53N3999,10.751247,106.65226,0.0,0.0,0,1,0,Wed Sep 10 00:01:34 ICT 2014
53N6585,10.893318,106.582886,0.0,0.0,0,1,0,Wed Sep 10 00:01:53 ICT 2014
53N4009,10.852003,106.6303,0.0,0.0,0,1,0,Wed Sep 10 00:01:51 ICT 2014
53N4002,10.842257,106.59842,0.0,0.0,0,1,0,Wed Sep 10 00:02:00 ICT 2014
53N4064,10.851938,106.630104,0.0,0.0,0,1,0,Wed Sep 10 00:01:46 ICT 2014
53N4257,10.895278,106.58419,0.0,0.0,0,1,1,Wed Sep 10 00:01:58 ICT 2014
53N3460,10.893642,106.58249,0.0,0.0,0,1,0,Wed Sep 10 00:02:00 ICT 2014
53N4753,10.8168,106.71101,0.0,0.0,0,1,0,Wed Sep 10 00:02:05 ICT 2014
53N3977,10.898595,106.82686,0.0,0.0,0,1,0,Wed Sep 10 00:01:47 ICT 2014
53N4366,10.884808,106.58694,0.0,0.0,0,1,0,Wed Sep 10 00:01:52 ICT 2014
53N4258,10.89855,106.826935,0.0,0.0,0,1,1,Wed Sep 10 00:01:47 ICT 2014
53N4005,10.85205,106.63015,0.0,0.0,0,1,0,Wed Sep 10 00:01:55 ICT 2014
51B01917,10.893093,106.58188,0.0,0.0,0,1,0,Wed Sep 10 00:01:52 ICT 2014
53N5294,10.893202,106.58311,0.0,0.0,0,1,0,Wed Sep 10 00:01:58 ICT 2014
53N4370,10.81682,106.71104,0.0,0.0,0,1,0,Wed Sep 10 00:01:34 ICT 2014
51B01854,10.893008,106.58309,0.0,0.0,0,1,0,Wed Sep 10 00:02:01 ICT 2014
53N3660,10.751268,106.65265,0.0,0.0,0,1,0,Wed Sep 10 00:02:00 ICT 2014
53N4097,10.89373,106.58258,0.0,0.0,0,1,0,Wed Sep 10 00:02:03 ICT 2014
53N4620,10.751143,106.6512,0.0,0.0,0,1,0,Wed Sep 10 00:02:03 ICT 2014
53N4521,10.858242,106.59331,0.0,0.0,0,1,0,Wed Sep 10 00:01:43 ICT 2014
53N3984,10.843177,106.613335,0.0,0.0,0,1,0,Wed Sep 10 00:01:51 ICT 2014
53N3976,10.750958,106.65543,0.0,0.0,0,1,0,Wed Sep 10 00:01:55 ICT 2014
53N4259,10.753602,106.65284,0.0,0.0,0,1,0,Wed Sep 10 00:02:04 ICT 2014
51B08573,10.861258,106.67256,0.0,0.0,0,1,0,Wed Sep 10 00:01:50 ICT 2014
51B01859,10.893192,106.582924,0.0,0.0,0,1,0,Wed Sep 10 00:01:34 ICT 2014
51B01791,10.893497,106.5828,0.0,0.0,0,1,0,Wed Sep 10 00:02:02 ICT 2014
53N7191,10.859667,106.70523,0.0,0.0,0,1,0,Wed Sep 10 00:01:45 ICT 2014
53N3836,10.893578,106.58225,0.0,0.0,0,1,0,Wed Sep 10 00:01:37 ICT 2014
53N5350,10.78475,106.63133,0.0,0.0,0,1,0,Wed Sep 10 00:01:44 ICT 2014
53N4252,10.893157,106.58282,0.0,0.0,0,1,0,Wed Sep 10 00:01:27 ICT 2014
53N6230,10.750885,106.65509,0.0,0.0,0,1,0,Wed Sep 10 00:01:50 ICT 2014
53N4472,10.751123,106.65131,0.0,0.0,0,1,1,Wed Sep 10 00:01:55 ICT 2014
53N4954,10.816842,106.71093,0.0,0.0,0,1,0,Wed Sep 10 00:01:53 ICT 2014
53N4094,10.751243,106.65234,0.0,0.0,0,1,0,Wed Sep 10 00:01:45 ICT 2014
53N8536,10.967893,106.48381,0.0,0.0,0,1,0,Wed Sep 10 00:01:55 ICT 2014
51B07520,10.843042,106.6132,0.0,0.0,0,1,0,Wed Sep 10 00:01:41 ICT 2014
51B01969,10.967893,106.48378,0.0,0.0,0,1,0,Wed Sep 10 00:02:02 ICT 2014
51B06008,10.87508,106.82471,0.0,0.0,0,1,0,Wed Sep 10 00:01:55 ICT 2014
53N6486,10.859732,106.70525,0.0,0.0,0,1,0,Wed Sep 10 00:01:03 ICT 2014
51B04779,10.901982,106.57851,0.0,0.0,0,1,0,Wed Sep 10 00:01:59 ICT 2014
53N9419,10.90122,106.57812,0.0,0.0,0,1,0,Wed Sep 10 00:01:48 ICT 2014
51B02490,10.843453,106.613464,0.0,0.0,0,1,0,Wed Sep 10 00:01:21 ICT 2014
51B01863,10.868,106.57903,0.0,0.0,0,1,0,Wed Sep 10 00:02:00 ICT 2014
53N4372,10.884772,106.58693,0.0,0.0,0,1,0,Wed Sep 10 00:01:55 ICT 2014
51B06018,10.880003,106.78458,0.0,0.0,0,1,0,Wed Sep 10 00:02:03 ICT 2014
53N6485,10.879297,106.78414,0.0,0.0,0,1,0,Wed Sep 10 00:01:51 ICT 2014
53N7192,10.859545,106.70541,0.0,0.0,0,1,0,Wed Sep 10 00:01:38 ICT 2014
53N7178,10.842883,106.61338,0.0,0.0,0,1,0,Wed Sep 10 00:01:04 ICT 2014
53N4775,10.751285,106.651115,0.0,0.0,0,1,0,Wed Sep 10 00:02:02 ICT 2014
53N5290,10.893333,106.58315,0.0,0.0,0,1,0,Wed Sep 10 00:02:02 ICT 2014
53N4515,10.893413,106.582756,0.0,0.0,0,1,0,Wed Sep 10 00:02:04 ICT 2014
53N3445,11.154958,106.45501,0.0,0.0,0,1,0,Wed Sep 10 00:01:47 ICT 2014
53N3786,10.893278,106.5829,0.0,0.0,0,1,0,Wed Sep 10 00:01:47 ICT 2014
53N3360,10.847907,106.5876,0.0,0.0,0,1,0,Wed Sep 10 00:01:53 ICT 2014
53N4945,10.893348,106.58284,0.0,0.0,0,1,0,Wed Sep 10 00:01:06 ICT 2014
53N6239,10.893063,106.58164,0.0,0.0,0,1,0,Wed Sep 10 00:01:55 ICT 2014
51B05679,10.843195,106.613075,0.0,0.0,0,1,0,Wed Sep 10 00:01:37 ICT 2014
53N7451,10.972335,106.48205,0.0,0.0,0,1,0,Wed Sep 10 00:00:50 ICT 2014
51B13073,10.879108,106.78423,0.0,0.0,0,1,0,Wed Sep 10 00:01:40 ICT 2014
53N4622,11.1548,106.45542,0.0,0.0,0,1,0,Wed Sep 10 00:01:47 ICT 2014
53N4512,10.89336,106.582825,0.0,0.0,0,1,0,Wed Sep 10 00:01:59 ICT 2014
53N4224,11.154835,106.4556,0.0,0.0,0,1,0,Wed Sep 10 00:01:32 ICT 2014
51B04172,11.083902,106.51543,0.0,0.0,0,1,0,Wed Sep 10 00:01:33 ICT 2014
53N3440,10.893417,106.5828,0.0,0.0,0,1,0,Wed Sep 10 00:01:46 ICT 2014
53N3368,11.020102,106.53695,0.0,0.0,0,1,0,Wed Sep 10 00:01:36 ICT 2014
53N4223,10.97189,106.48239,0.0,0.0,0,1,0,Wed Sep 10 00:01:28 ICT 2014
53N4623,10.966052,106.66779,0.0,0.0,0,1,0,Wed Sep 10 00:01:53 ICT 2014
53N4770,10.89323,106.58327,0.0,0.0,0,1,0,Wed Sep 10 00:01:47 ICT 2014
53N3790,10.893135,106.58299,0.0,0.0,0,1,0,Wed Sep 10 00:02:02 ICT 2014
53N3787,10.87274,106.53585,0.0,0.0,0,1,0,Wed Sep 10 00:01:46 ICT 2014
53N4619,10.86432,106.602196,0.0,0.0,0,1,0,Wed Sep 10 00:01:56 ICT 2014
53N3355,10.966102,106.667816,0.0,0.0,0,1,1,Wed Sep 10 00:01:49 ICT 2014
51B05695,10.877245,106.57802,0.0,0.0,0,1,0,Wed Sep 10 00:01:50 ICT 2014
53M7490,11.087693,106.51037,0.0,0.0,0,1,0,Wed Sep 10 00:01:58 ICT 2014
51B08513,10.87541,106.824524,0.0,0.0,0,1,0,Wed Sep 10 00:01:51 ICT 2014
53N3428,10.898802,106.82683,0.0,0.0,0,1,0,Wed Sep 10 00:02:04 ICT 2014
53N3831,10.751253,106.65232,0.0,0.0,0,1,0,Wed Sep 10 00:01:54 ICT 2014
53N4037,10.892152,106.585625,0.0,0.0,0,1,0,Wed Sep 10 00:01:58 ICT 2014
51B01980,10.75122,106.65248,0.0,0.0,0,1,0,Wed Sep 10 00:01:46 ICT 2014
53N5270,10.878837,106.68291,0.0,0.0,0,1,0,Wed Sep 10 00:01:48 ICT 2014
53N3498,11.08765,106.51024,0.0,0.0,0,1,0,Wed Sep 10 00:01:51 ICT 2014
53M7544,11.087783,106.51048,0.0,0.0,0,1,0,Wed Sep 10 00:01:13 ICT 2014
53M6761,11.088287,106.51101,0.0,0.0,0,1,0,Wed Sep 10 00:01:48 ICT 2014
53M7395,11.088212,106.51095,0.0,0.0,0,1,0,Wed Sep 10 00:01:51 ICT 2014
53N6722,11.086673,106.51398,0.0,0.0,0,1,0,Wed Sep 10 00:01:50 ICT 2014
53N5117,10.918062,106.4326,0.0,0.0,0,1,0,Wed Sep 10 00:01:53 ICT 2014
53M8057,11.087753,106.51039,0.0,0.0,0,1,1,Wed Sep 10 00:01:54 ICT 2014
53N4892,10.924785,106.43391,0.0,0.0,0,1,0,Wed Sep 10 00:01:58 ICT 2014
53N6477,11.083938,106.51542,0.0,0.0,0,1,0,Wed Sep 10 00:01:54 ICT 2014
53M6020,11.087885,106.51057,0.0,0.0,0,1,0,Wed Sep 10 00:01:51 ICT 2014
53N3782,10.96639,106.667915,0.0,0.0,0,1,0,Wed Sep 10 00:02:00 ICT 2014
53N3953,10.966302,106.667915,0.0,0.0,0,1,0,Wed Sep 10 00:01:39 ICT 2014
53N5513,10.966683,106.48529,0.0,0.0,0,1,0,Wed Sep 10 00:01:56 ICT 2014
53N4828,10.966137,106.66782,0.0,0.0,0,1,0,Wed Sep 10 00:02:01 ICT 2014
51B13643,10.879452,106.7842,0.0,0.0,0,1,0,Wed Sep 10 00:01:48 ICT 2014
53N7060,10.842952,106.61294,0.0,0.0,0,1,0,Wed Sep 10 00:02:01 ICT 2014
51B05663,10.87716,106.57798,0.0,0.0,0,1,0,Wed Sep 10 00:01:58 ICT 2014
51B05675,10.983848,106.57979,0.0,0.0,0,1,0,Wed Sep 10 00:01:43 ICT 2014
51B05670,10.877265,106.57797,0.0,0.0,0,1,0,Wed Sep 10 00:01:59 ICT 2014
51B05684,10.983903,106.579414,0.0,0.0,0,1,0,Wed Sep 10 00:01:42 ICT 2014
51B05693,10.983942,106.57944,0.0,0.0,0,1,1,Wed Sep 10 00:02:02 ICT 2014
53N3960,10.893357,106.582016,0.0,0.0,0,1,0,Wed Sep 10 00:01:10 ICT 2014
51B12416,10.893407,106.582794,0.0,0.0,0,1,0,Wed Sep 10 00:01:47 ICT 2014
51B09093,10.74396,106.62261,0.0,0.0,0,1,1,Wed Sep 10 00:01:44 ICT 2014
51B05696,10.98394,106.57961,0.0,0.0,0,1,0,Wed Sep 10 00:01:54 ICT 2014
51B05682,10.983915,106.57956,0.0,0.0,0,1,0,Wed Sep 10 00:02:02 ICT 2014
51B01922,10.751257,106.652534,0.0,0.0,0,1,0,Wed Sep 10 00:01:47 ICT 2014
51B09029,10.877022,106.57789,0.0,0.0,0,1,0,Wed Sep 10 00:01:53 ICT 2014
51B08960,10.877043,106.577866,0.0,0.0,0,1,0,Wed Sep 10 00:00:59 ICT 2014
51B11394,10.743975,106.62253,0.0,0.0,0,1,1,Wed Sep 10 00:01:58 ICT 2014
51B09547,10.879745,106.784386,0.0,0.0,0,1,0,Wed Sep 10 00:01:59 ICT 2014
51B09037,10.744038,106.62262,0.0,0.0,0,1,0,Wed Sep 10 00:01:51 ICT 2014
51B09409,10.879535,106.78429,0.0,0.0,0,1,0,Wed Sep 10 00:01:48 ICT 2014
51B09219,10.893588,106.582886,0.0,0.0,0,1,0,Wed Sep 10 00:02:01 ICT 2014
51B11775,10.893515,106.58289,0.0,0.0,0,1,0,Wed Sep 10 00:01:53 ICT 2014
51B11845,10.893285,106.58288,0.0,0.0,0,1,0,Wed Sep 10 00:01:52 ICT 2014
51B12455,10.893562,106.58285,0.0,0.0,0,1,0,Wed Sep 10 00:02:01 ICT 2014
51B11374,10.893583,106.582825,0.0,0.0,0,1,0,Wed Sep 10 00:01:49 ICT 2014
51B08736,10.877242,106.57798,0.0,0.0,0,1,0,Wed Sep 10 00:01:52 ICT 2014
51B08991,10.971275,106.48218,0.0,0.0,0,1,0,Wed Sep 10 00:01:57 ICT 2014
51B02052,10.878902,106.68279,0.0,0.0,0,1,0,Wed Sep 10 00:01:52 ICT 2014
53N6586,10.967807,106.48376,0.0,0.0,0,1,0,Wed Sep 10 00:01:53 ICT 2014
53N8504,10.879002,106.68301,0.0,0.0,0,1,0,Wed Sep 10 00:01:55 ICT 2014
51B02151,10.97189,106.48241,0.0,0.0,0,1,0,Wed Sep 10 00:01:55 ICT 2014
53N5510,10.966447,106.668015,0.0,0.0,0,1,0,Wed Sep 10 00:02:00 ICT 2014
53N4831,10.961293,106.50307,0.0,0.0,0,1,1,Wed Sep 10 00:01:44 ICT 2014
51B01843,10.85247,106.60051,0.0,0.0,0,1,0,Wed Sep 10 00:01:26 ICT 2014
53N5351,10.893212,106.58295,0.0,0.0,0,1,0,Wed Sep 10 00:01:23 ICT 2014
51B02115,10.878927,106.68307,0.0,0.0,0,1,0,Wed Sep 10 00:01:54 ICT 2014
51B02295,10.878897,106.68295,0.0,0.0,0,1,0,Wed Sep 10 00:02:02 ICT 2014
51B01862,10.87895,106.68295,0.0,0.0,0,1,0,Wed Sep 10 00:02:03 ICT 2014
51B02727,10.878913,106.68302,0.0,0.0,0,1,0,Wed Sep 10 00:02:01 ICT 2014
53N4225,10.966083,106.66788,0.0,0.0,0,1,0,Wed Sep 10 00:01:49 ICT 2014
53N5171,10.9664,106.66803,0.0,0.0,0,1,0,Wed Sep 10 00:01:46 ICT 2014
51B07115,10.843053,106.613335,0.0,0.0,0,1,0,Wed Sep 10 00:01:44 ICT 2014
51B01848,10.878798,106.682945,0.0,0.0,0,1,0,Wed Sep 10 00:01:58 ICT 2014
53M7738,11.088843,106.51182,0.0,0.0,0,1,0,Wed Sep 10 00:01:36 ICT 2014
53N4024,10.843625,106.613464,0.0,0.0,0,1,0,Wed Sep 10 00:01:49 ICT 2014
53N4520,10.898607,106.82701,0.0,0.0,0,1,0,Wed Sep 10 00:01:59 ICT 2014
53N5408,10.893062,106.582886,0.0,0.0,0,1,0,Wed Sep 10 00:01:49 ICT 2014
53N5178,10.966378,106.667946,0.0,0.0,0,1,1,Wed Sep 10 00:01:49 ICT 2014
53N4038,10.852048,106.630165,0.0,0.0,0,1,0,Wed Sep 10 00:01:49 ICT 2014
53N3361,11.154828,106.455475,0.0,0.0,0,1,0,Wed Sep 10 00:01:57 ICT 2014
53N4210,10.85194,106.630135,0.0,0.0,0,1,0,Wed Sep 10 00:01:59 ICT 2014
53N4519,11.155108,106.45496,0.0,0.0,0,1,0,Wed Sep 10 00:02:01 ICT 2014
53N4737,10.972475,106.48214,0.0,0.0,0,1,0,Wed Sep 10 00:01:45 ICT 2014
53N7460,10.898852,106.82684,0.0,0.0,0,1,0,Wed Sep 10 00:01:47 ICT 2014
51B01878,10.879005,106.68263,0.0,0.0,0,1,0,Wed Sep 10 00:01:31 ICT 2014
51B02250,10.878893,106.682915,0.0,0.0,0,1,0,Wed Sep 10 00:01:37 ICT 2014
51B05673,10.983978,106.57972,0.0,0.0,0,1,1,Wed Sep 10 00:01:27 ICT 2014
51B02502,11.08364,106.515495,0.0,0.0,0,1,0,Wed Sep 10 00:01:53 ICT 2014
53N5170,10.96628,106.668,0.0,0.0,0,1,0,Wed Sep 10 00:01:48 ICT 2014
53N4633,10.852107,106.63036,0.0,0.0,0,1,0,Wed Sep 10 00:01:52 ICT 2014
53N4601,11.134598,106.47643,0.0,0.0,0,1,0,Wed Sep 10 00:01:27 ICT 2014
53N4600,10.893252,106.58291,0.0,0.0,0,1,0,Wed Sep 10 00:01:55 ICT 2014
51B04391,10.884582,106.46133,0.0,0.0,0,1,1,Wed Sep 10 00:01:50 ICT 2014
53N8809,10.892933,106.58296,0.0,0.0,0,1,0,Wed Sep 10 00:01:54 ICT 2014
53N4441,10.898532,106.826775,0.0,0.0,0,1,0,Wed Sep 10 00:01:53 ICT 2014
53N7459,10.893412,106.5821,0.0,0.0,0,1,0,Wed Sep 10 00:01:44 ICT 2014
53N4829,10.878943,106.68285,0.0,0.0,0,1,0,Wed Sep 10 00:01:56 ICT 2014
53N4044,11.090292,106.37757,0.0,0.0,0,1,0,Wed Sep 10 00:01:34 ICT 2014
53N4751,10.898652,106.82672,0.0,0.0,0,1,0,Wed Sep 10 00:01:45 ICT 2014
53N8798,10.893048,106.583,0.0,0.0,0,1,0,Wed Sep 10 00:01:56 ICT 2014
53N4373,10.97253,106.48218,0.0,0.0,0,1,0,Wed Sep 10 00:02:00 ICT 2014
53N5869,10.898642,106.827,0.0,0.0,0,1,0,Wed Sep 10 00:00:50 ICT 2014
53N5870,10.82863,106.70598,0.0,0.0,0,1,0,Wed Sep 10 00:01:57 ICT 2014
53N5289,10.893643,106.58282,0.0,0.0,0,1,0,Wed Sep 10 00:01:50 ICT 2014
BUS004989,10.893035,106.58307,0.0,0.0,0,1,0,Wed Sep 10 00:01:48 ICT 2014
51B08954,10.877437,106.578094,0.0,0.0,0,1,0,Wed Sep 10 00:02:00 ICT 2014
51B11410,10.877067,106.577866,0.0,0.0,0,1,0,Wed Sep 10 00:01:51 ICT 2014
51B11425,10.880222,106.784584,0.0,0.0,0,1,0,Wed Sep 10 00:01:28 ICT 2014
53N3793,10.893275,106.582924,0.0,0.0,0,1,0,Wed Sep 10 00:01:54 ICT 2014
51B08869,10.877003,106.57787,0.0,0.0,0,1,0,Wed Sep 10 00:01:40 ICT 2014
51B08929,10.876983,106.57791,0.0,0.0,0,1,0,Wed Sep 10 00:02:01 ICT 2014
53M6450,11.088722,106.511604,0.0,0.0,0,1,0,Wed Sep 10 00:01:48 ICT 2014
51B05692,10.98391,106.57949,0.0,0.0,0,1,0,Wed Sep 10 00:01:40 ICT 2014
51B05687,10.877073,106.57798,0.0,0.0,0,1,1,Wed Sep 10 00:02:01 ICT 2014
51B05664,10.983878,106.57971,0.0,0.0,0,1,1,Wed Sep 10 00:02:05 ICT 2014
51B05671,10.87728,106.57801,0.0,0.0,0,1,0,Wed Sep 10 00:01:30 ICT 2014
51B05683,10.877375,106.57806,0.0,0.0,0,1,1,Wed Sep 10 00:01:37 ICT 2014
51B05680,10.984,106.57972,0.0,0.0,0,1,0,Wed Sep 10 00:01:51 ICT 2014
51B05685,10.877235,106.577866,0.0,0.0,0,1,1,Wed Sep 10 00:00:56 ICT 2014
51B05690,10.983842,106.57974,0.0,0.0,0,1,1,Wed Sep 10 00:01:18 ICT 2014
53N4584,10.750758,106.655495,0.0,0.0,0,1,0,Wed Sep 10 00:01:39 ICT 2014
51B05694,10.983853,106.5797,0.0,0.0,0,1,0,Wed Sep 10 00:01:59 ICT 2014
51B05691,10.877302,106.57801,0.0,0.0,0,1,1,Wed Sep 10 00:01:51 ICT 2014
51B05686,10.983915,106.57955,0.0,0.0,0,1,0,Wed Sep 10 00:02:00 ICT 2014
51B05677,10.87714,106.57802,0.0,0.0,0,1,0,Wed Sep 10 00:02:03 ICT 2014
51B09038,10.971903,106.48237,0.0,0.0,0,1,0,Wed Sep 10 00:01:11 ICT 2014
51B08849,10.877042,106.57781,0.0,0.0,0,1,0,Wed Sep 10 00:01:31 ICT 2014
51B08859,10.74407,106.6225,0.0,0.0,0,1,0,Wed Sep 10 00:01:45 ICT 2014
51B09088,10.971783,106.48223,0.0,0.0,0,1,0,Wed Sep 10 00:02:03 ICT 2014
51B08746,10.877383,106.57817,6.0,0.0,0,1,1,Wed Sep 10 00:01:52 ICT 2014
53N4517,10.8432,106.61307,0.0,0.0,0,1,0,Wed Sep 10 00:01:59 ICT 2014
51B09086,10.87727,106.57797,0.0,0.0,0,1,0,Wed Sep 10 00:01:30 ICT 2014
51B08983,10.877385,106.57801,0.0,0.0,0,1,0,Wed Sep 10 00:01:37 ICT 2014
51B08791,10.74405,106.622574,0.0,0.0,0,1,0,Wed Sep 10 00:01:59 ICT 2014
51B08924,10.877335,106.57801,0.0,0.0,0,1,0,Wed Sep 10 00:01:55 ICT 2014
51B12334,10.877503,106.57818,0.0,0.0,0,1,0,Wed Sep 10 00:01:47 ICT 2014
51B08770,10.74408,106.62258,0.0,0.0,0,1,0,Wed Sep 10 00:01:49 ICT 2014
51B08881,10.97178,106.482315,0.0,0.0,0,1,0,Wed Sep 10 00:01:54 ICT 2014
BUS004626,10.893218,106.58296,0.0,0.0,0,1,0,Wed Sep 10 00:01:44 ICT 2014
51B11877,10.89338,106.58283,0.0,0.0,0,1,0,Wed Sep 10 00:01:43 ICT 2014
51B11627,10.744063,106.62251,0.0,0.0,0,1,0,Wed Sep 10 00:01:49 ICT 2014
51B11872,10.893252,106.58296,0.0,0.0,0,1,0,Wed Sep 10 00:01:40 ICT 2014
BUS004631,10.893567,106.5829,0.0,0.0,0,1,0,Wed Sep 10 00:01:52 ICT 2014
51B12428,10.87709,106.57781,0.0,0.0,0,1,1,Wed Sep 10 00:01:32 ICT 2014
51B09673,10.881327,106.783226,0.0,0.0,0,1,0,Wed Sep 10 00:01:58 ICT 2014
51B09450,10.879168,106.78428,0.0,0.0,0,1,0,Wed Sep 10 00:01:46 ICT 2014
BUS004627,10.892747,106.58295,0.0,0.0,0,1,0,Wed Sep 10 00:01:58 ICT 2014
BUS004991,10.893065,106.58287,0.0,0.0,0,1,0,Wed Sep 10 00:01:40 ICT 2014
51B09879,10.639233,106.60298,0.0,0.0,0,1,0,Wed Sep 10 00:01:46 ICT 2014
53N4572,10.693653,106.58226,0.0,0.0,0,1,0,Wed Sep 10 00:02:04 ICT 2014
51B01282,10.657478,106.55831,0.0,0.0,0,1,0,Wed Sep 10 00:01:45 ICT 2014
